method,group,cv
winn,all,0.47359642797832624
winn,all,0.2671344276235379
winn,all,0.2707049198677398
winn,all,0.22124370498852206
winn,all,0.15700083169485723
winn,all,0.6766722639742857
winn,all,0.24218978197732646
winn,all,0.45618027848232623
winn,all,0.36410974689902065
winn,all,0.22970603943650492
winn,all,0.3820806649746507
winn,all,0.257380635611993
winn,all,0.4528657912944908
winn,all,0.2450221688061723
winn,all,0.12044790429942251
winn,all,0.17842443438993208
winn,all,0.22234571021708532
winn,all,0.27786816319576163
winn,all,0.3228378492371138
winn,all,0.5596174019538567
winn,all,0.3278168625278783
winn,all,0.16660536979808452
winn,all,0.21712732787274874
winn,all,0.3633221481562512
winn,all,0.18558730599441522
winn,all,0.17658525419643306
winn,all,0.28248732373485314
winn,all,0.36362562250452385
winn,all,0.19116454244705383
winn,all,0.09942864736918383
winn,all,0.12045011335596621
winn,all,0.12599493945586565
winn,all,0.12208552237960657
winn,all,0.13726622572276795
winn,all,0.20458711728990564
winn,all,0.3106870930263742
winn,all,0.21122043441584634
winn,all,0.2503373049544185
winn,all,0.4084988577770546
winn,all,0.17660191979318973
winn,all,0.13760437327864503
winn,all,0.23809137900456634
winn,all,0.1754353189758276
winn,all,0.16096493793347755
winn,all,0.1955669342767256
winn,all,0.4867274397699712
winn,all,0.27833522305685116
winn,all,0.49360262030223984
winn,all,0.252591636418143
winn,all,0.18570405213177063
winn,all,0.22707203702810663
winn,all,0.1388308425076162
winn,all,0.14134947197001152
winn,all,0.17324707858836344
winn,all,0.2154957953259949
winn,all,0.11990039053655388
winn,all,0.6808056647670986
winn,all,0.20328677354302005
winn,all,0.12867742799860907
winn,all,0.17950456384319846
winn,all,0.1406564417402481
winn,all,0.10033807759934774
winn,all,0.12351014568240141
winn,all,0.19708559536342454
winn,all,0.5111411143354427
winn,all,0.3529117828230966
winn,all,0.2667997741607175
winn,all,0.11869062901241834
winn,all,0.1518075631970605
winn,all,0.169121426645961
winn,all,0.2133754812634097
winn,all,0.22368765074719973
winn,all,0.2446253162413662
winn,all,0.18774167665643204
winn,all,0.17063045581362013
winn,all,0.1307800309453894
winn,all,0.18459637371761972
winn,all,0.1174385841089263
winn,all,0.2874297324617425
winn,all,0.18859822533800366
winn,all,0.24219927366464122
winn,all,0.19813667344014727
winn,all,0.34373758226575707
winn,all,0.42349437908716164
winn,all,0.19013396297718513
winn,all,0.18839814702130867
winn,all,0.11718057066645451
winn,all,0.12879503579998408
winn,all,0.18760597834471315
winn,all,0.5312618409717934
winn,all,0.14048279758942245
winn,all,0.1290959914132036
winn,all,0.2006302242034024
winn,all,0.2775689621536414
winn,all,0.510543706690871
winn,all,0.17120039776201493
winn,all,0.12000405797244432
winn,all,0.13533302673911662
winn,all,0.15815067269419192
winn,all,0.1723943199712862
winn,all,0.18084439370068175
winn,all,0.20416144567197947
winn,all,0.11543097694254144
winn,all,0.14018846108443986
winn,all,0.19597201994879357
winn,all,0.24806437768539774
winn,all,0.25841153134496614
winn,all,0.17205019807264257
winn,all,0.18978206240478804
winn,all,0.14130778272836045
winn,all,0.183361403605082
winn,all,0.25794856220352036
winn,all,0.3219165136427741
winn,all,0.22451195979148947
winn,all,0.30611689787920493
winn,all,0.5652914464761719
winn,all,0.13107635978592613
winn,all,0.18619472461348086
winn,all,0.18155521301473
winn,all,0.12731967500531455
winn,all,0.10680532475411426
winn,all,0.09965087394605542
winn,all,0.1607092190271922
winn,all,0.12395930044883652
winn,all,0.16810100889603188
winn,all,0.15503945199169075
winn,all,0.1826710294712237
winn,all,0.138271698043186
winn,all,0.1579885674177849
winn,all,0.29371626029707365
winn,all,0.24936983943905566
winn,all,0.2112607673178785
winn,all,0.15688171481501798
winn,all,0.17712681335169178
winn,all,0.1740448927666122
winn,all,0.14951596688244093
winn,all,0.12341197390400215
winn,all,0.20322945724945068
winn,all,0.5015587426327462
winn,all,0.1442341984880978
winn,all,0.16182285868424134
winn,all,0.09500822965828502
winn,all,0.28890099479087106
winn,all,0.12616562974622783
winn,all,0.09499184946960924
winn,all,0.12115071759512494
winn,all,0.1664373870735356
winn,all,0.15759153978578178
winn,all,0.34986611138188545
winn,all,0.27192533324789875
winn,all,0.33847797587061734
winn,all,0.3006912927005588
winn,all,0.5668579238997412
winn,all,0.1812306482674383
winn,all,0.1102920450751518
winn,all,0.09554427988685296
winn,all,0.15140446390042805
winn,all,0.22803390406303184
winn,all,0.3843803088315716
winn,all,0.1309061591199291
winn,all,0.7930738809783774
winn,all,0.5332960276232869
winn,all,0.3635345405176317
winn,all,0.37540199734409474
winn,all,0.2413624475418441
winn,all,0.3399576646295031
winn,all,0.1622352580328937
winn,all,0.25571223451061026
winn,all,0.2472246668803937
winn,all,0.35831386219846767
winn,all,0.15660593962542027
winn,all,0.14830958205624734
winn,all,0.10799477363272718
winn,all,0.173183791502109
winn,all,0.10125253083712678
winn,all,0.1265887415039696
winn,all,0.16249760700186924
winn,all,0.21037014061236156
winn,all,0.11376053637356034
winn,all,0.1874291315551208
winn,all,0.1427796691077194
winn,all,0.16367196863941683
winn,all,0.22828568494711876
winn,all,0.18049759648452499
winn,all,0.12594902097428
winn,all,0.16991724408881412
winn,all,0.5109635362675311
winn,all,0.7359979032026058
winn,all,0.18041802061393347
winn,all,0.2137108864384285
winn,all,0.15201863911267108
winn,all,0.19561325161058
winn,all,0.33380778723301086
winn,all,0.21904165108602627
winn,all,0.13918610384847827
winn,all,0.1577526930804186
winn,all,0.15859824505269746
winn,all,0.1641911280036355
winn,all,0.12085502164505507
winn,all,0.20885206938022352
winn,all,0.19752851672227584
winn,all,0.2661656319936187
winn,all,0.34338960697314264
winn,all,0.22796123923050995
winn,all,0.13895424701046213
winn,all,0.16861719507472578
winn,all,0.09922058639180693
winn,all,0.11612934691240379
winn,all,0.1208648272283125
winn,all,0.19843530331204187
winn,all,0.14561507700758117
winn,all,0.16007086850306299
winn,all,0.4923432579685474
winn,all,0.16574566910662283
winn,all,0.13702098390404846
winn,all,0.16114019781495806
winn,all,0.6342447725152414
winn,all,0.16045948312349503
winn,all,0.13647935135246475
winn,all,0.17167793909168091
winn,all,0.2326443539311612
winn,all,0.18373736694353374
winn,all,0.20793243324097713
winn,all,0.20837237636614192
winn,all,0.16618557088989783
winn,all,0.12385628952833107
winn,all,0.16093910545511667
winn,all,0.14432580325589806
winn,all,0.11475852921839541
winn,all,0.10449172832721436
winn,all,0.2558886942140987
winn,all,0.16834157326193178
winn,all,0.12293330008998866
winn,all,0.18543770739303198
winn,all,0.1904088052831582
winn,all,0.10402449679898494
winn,all,0.3155769436009757
winn,all,0.1896406663796855
winn,all,0.18356728720642246
winn,all,0.2278006754409292
winn,all,0.18718053308963184
winn,all,0.2804727948312047
winn,all,0.3731120133544572
winn,all,0.5101194779512436
winn,all,0.5917356590012878
winn,all,0.29872755392083233
winn,all,0.30639163255577967
winn,all,0.1515001700647078
winn,all,0.1709673231253247
winn,all,0.14867172804178516
winn,all,0.21607880535901808
winn,all,0.18188626869667887
winn,all,0.30261497290837025
winn,all,0.0854511463524979
winn,all,0.08770121338262594
winn,all,0.10377821878488344
winn,all,0.1348570183747321
winn,all,0.1455983604121781
winn,all,0.1980693928974122
winn,all,0.14135908467633945
winn,all,0.4674760057166865
winn,all,0.3663459786251757
winn,all,0.14875957696117922
winn,all,0.11518435542262447
winn,all,0.12048760014562744
winn,all,0.09494559328070129
winn,all,0.12600347109207582
winn,all,0.3320257985779273
winn,all,0.21818783792517824
winn,all,0.29973652854235416
winn,all,0.18463070131627887
winn,all,0.12885886461717308
winn,all,0.10482268661700352
winn,all,0.14876425428106926
winn,all,0.22799306146248305
winn,all,0.5162843750244448
winn,all,0.5867819046220959
winn,all,0.3526475681776344
winn,all,0.14841748863456689
winn,all,0.19800916632425877
winn,all,0.34794466564151233
winn,all,0.22305175981923728
winn,all,0.1430907398049503
winn,all,0.5545237342368303
winn,all,0.29441100947535204
winn,all,0.10916807915975997
winn,all,0.32071373392648445
winn,all,0.4437034589183968
winn,all,0.25152646070697565
winn,all,0.2752797497960912
winn,all,0.1062924472146396
winn,all,0.1197991464033784
winn,all,0.1618140332224696
winn,all,0.1925298555040242
winn,all,0.1527637456121002
winn,all,0.15790377221215407
winn,all,0.1418609338904405
winn,all,0.14629967905468394
winn,all,0.09169895842672361
winn,all,0.10107928384308551
winn,all,0.1277747339783517
winn,all,0.16061790326739345
winn,all,0.2580644700105449
winn,all,0.1588093250718513
winn,all,0.42993917556135974
winn,all,0.3288638168294775
winn,all,0.13544355797614288
winn,all,0.10704421164548007
winn,all,0.12557042946128666
winn,all,0.31450707457064475
winn,all,0.30141722213967453
winn,all,0.18536594403437034
winn,all,0.22990596705091168
winn,all,0.13410910862125913
winn,all,0.13097047251616245
winn,all,0.13386817533552484
winn,all,0.12731352522704165
winn,all,0.2823959522508674
winn,all,0.24517604733935996
winn,all,0.15752775036189826
winn,all,0.1448560275716217
winn,all,0.1753583529362514
winn,all,0.3767800256231239
winn,all,0.3300241838107068
winn,all,0.5019185586449745
winn,all,0.3323585102386807
winn,all,0.3625397872072476
winn,all,0.4628038092264907
winn,all,0.5131416850332985
winn,all,0.22402268635934205
winn,all,0.4837754944438324
winn,all,0.3385713128412177
winn,all,0.4344254901258961
winn,all,0.16974898748238507
winn,all,0.12690169614157484
winn,all,0.13625733579267185
winn,all,0.09955182294389764
winn,all,0.11247505126129605
winn,all,0.11616624134282326
winn,all,0.18520004860553282
winn,all,0.12182546498784243
winn,all,0.09167205788461393
winn,all,0.16763594087490039
winn,all,0.11755713707147393
winn,all,0.3153230879396129
winn,all,0.1276886393192188
winn,all,0.09348606577463492
winn,all,0.09997661196564522
winn,all,0.18189175029244942
winn,all,0.14122793916149867
winn,all,0.10197238486430106
winn,all,0.12210052364408353
winn,all,0.1460105343819015
winn,all,0.13596918482350745
winn,all,0.165446099396709
winn,all,0.11080054004086753
winn,all,0.1236657256158947
winn,all,0.13778921243847173
winn,all,0.19054869458693907
winn,all,0.17173393925673502
winn,all,0.19998033413899213
winn,all,0.26510462585146516
winn,all,0.2086246562344726
winn,all,0.185931232971546
winn,all,0.15606270553875026
winn,all,0.2970054652831792
winn,all,0.13403526197233825
winn,all,0.12113747348375785
winn,all,0.10442288760620007
winn,all,0.12603471257673018
winn,all,0.1076261396573067
winn,all,0.13070629655985708
winn,all,0.19173669858218878
winn,all,0.22069478814364965
winn,all,0.14053730320099309
winn,all,0.1800625872120991
winn,all,0.10344376739999177
winn,all,0.10320681070276995
winn,all,0.18186325893527217
winn,all,0.17244315199914398
winn,all,0.3105567452616081
winn,all,0.20481683826718894
winn,all,0.20985555522816218
winn,all,0.30726784144615316
winn,all,0.1424124165486749
winn,all,0.07949452709385972
winn,all,0.10733152283863492
winn,all,0.18228180873619745
winn,all,0.14226596497342645
winn,all,0.10885667520039026
winn,all,0.187137330661496
winn,all,0.13058129236406366
winn,all,0.13285443788916093
winn,all,0.25604297344187155
winn,all,0.08908341282696147
winn,all,0.07808024090008897
winn,all,0.08885980840010574
winn,all,0.09264891475918346
winn,all,0.09460702393953371
winn,all,0.11610974247902282
winn,all,0.19465907052493026
winn,all,0.127879683509639
winn,all,0.11227607153430497
winn,all,0.11657862265604775
winn,all,0.1471981422103954
winn,all,0.1037355146331606
winn,all,0.14614625582514687
winn,all,0.1976134725795981
winn,all,0.322775738050515
winn,all,0.21296494634232838
winn,all,0.16993853804126735
winn,all,0.16333909678873873
winn,all,0.2420846140384685
winn,all,0.3267815957857252
winn,all,0.19625448164991288
winn,all,0.251631227183357
winn,all,0.12255444212369634
winn,all,0.3036907485183921
winn,all,0.1321288385358024
winn,all,0.15076815905004004
winn,all,0.13582127923792625
winn,all,0.1874554317246748
winn,all,0.10914883207789677
winn,all,0.1319548630074604
winn,all,0.3734642063249234
winn,all,0.17999860052960306
winn,all,0.19227808381320222
winn,all,0.3147672732075175
winn,all,0.12459087285085063
winn,all,0.15131309821949623
winn,all,0.12677715763885528
winn,all,0.2091004116512216
winn,all,0.2536524295258112
winn,all,0.40494152589665355
winn,all,0.1738858288911742
winn,all,0.16431477647722365
winn,all,0.11905672496060703
winn,all,0.14270114091038508
winn,all,0.23615031055190894
winn,all,0.35407394532975806
winn,all,0.10145401978455605
winn,all,0.13743180090115795
winn,all,0.28411232130572134
winn,all,0.12322429747471624
winn,all,0.16833486280158638
winn,all,0.20445731179172802
winn,all,0.2088409524696252
winn,all,0.20927878247436446
winn,all,0.17255569788427913
winn,all,0.16155452126622186
winn,all,0.0768596864489595
winn,all,0.1574473030590153
winn,all,0.13262728843912294
winn,all,0.1004664987985482
winn,all,0.18091850023468958
winn,all,0.2525477404574605
winn,all,0.1871327136465898
winn,all,0.09242715494513937
winn,all,0.18579442098096344
winn,all,0.16799667187345074
winn,all,0.12899529382309508
winn,all,0.16226158430572601
winn,all,0.19200779973205642
winn,all,0.10380661787205099
winn,all,0.23877681643181028
winn,all,0.18900538403417166
winn,all,0.1323902545879559
winn,all,0.17095600290824006
winn,all,0.13269501758973862
winn,all,0.4950702111846543
winn,all,0.24476553033083312
winn,all,0.31754249146843494
winn,all,0.2350273620087989
winn,all,0.1619564431694067
winn,all,0.20100434732601644
winn,all,0.12825658970545012
winn,all,0.0919761510942443
winn,all,0.15625565097881364
winn,all,0.3351922455590968
winn,all,0.2194462374558704
winn,all,0.1923979298575465
winn,all,0.3058893505702729
winn,all,0.09062046281551821
winn,all,0.10342780847218704
winn,all,0.08143760505009906
winn,all,0.5688685906512234
winn,all,0.14633768538630557
winn,all,0.12616928262457197
winn,all,0.2024844486608488
winn,all,0.11288128688710532
winn,all,0.08945874512296671
winn,all,0.2370594909209405
winn,all,0.40344253960886534
winn,all,0.17415827607098802
winn,all,0.13449193397187686
winn,all,0.2778145654612929
winn,all,0.15545716238990598
winn,all,0.16743749395220706
winn,all,0.0904422155754637
winn,all,0.09525517154628524
winn,all,0.1380771402926296
winn,all,0.12601770717774616
winn,all,0.1937771287409767
winn,all,0.3742546983259832
winn,all,0.1753648811682715
winn,all,0.17763847029580926
winn,all,0.14754919222230964
winn,all,0.14133102662281316
winn,all,0.14826784583070374
winn,all,0.2157974798185674
winn,all,0.20474526050059183
winn,all,0.22480308884449013
winn,all,0.3611475591160935
winn,all,0.23594200354453757
winn,all,0.17512903318597156
winn,all,0.11617387420743426
winn,all,0.19135345202438364
winn,all,0.2557433696911833
winn,all,0.39009568926722593
winn,all,0.2113970151660592
winn,all,0.3651483974484331
winn,all,0.15200721724343652
winn,all,0.16149740512064362
winn,all,0.12679656563826436
winn,all,0.17375964031447447
winn,all,0.2307568150188947
winn,all,0.16055024763328224
winn,all,0.1290321110324563
winn,all,0.12003937249907204
winn,all,0.2107376467435033
winn,all,0.16223149450831642
winn,all,0.29000752343535063
winn,all,0.28945154614639873
winn,all,0.15412199865485343
winn,all,0.1026228733460093
winn,all,0.09349794674833642
winn,all,0.07640188849052439
winn,all,0.13294177093747456
winn,all,0.11433662417788185
winn,all,0.10095302304107745
winn,all,0.11806400998549685
winn,all,0.11678131635224448
winn,all,0.12731871133592584
winn,all,0.08503177024438803
winn,all,0.22960126781135187
winn,all,0.08718574783903381
winn,all,0.19088001982935654
winn,all,0.11883145558948946
winn,all,0.15685750350237296
winn,all,0.32920109202628545
winn,all,0.16300502386466859
winn,all,0.11928518898440613
winn,all,0.12970417627672212
winn,all,0.1266435912283638
winn,all,0.2176076633565959
winn,all,0.18142636946750137
winn,all,0.22505472371931518
winn,all,0.18492227920562884
winn,all,0.19667311321388187
winn,all,0.18577785436066807
winn,all,0.1694726059821554
winn,all,0.23200264901694465
winn,all,0.1582669658481875
winn,all,0.2389764123181449
winn,all,0.2261654769256114
winn,all,0.2533743011903081
winn,all,0.18794312588293363
winn,all,0.25678115559122533
winn,all,0.15196758737412988
winn,all,0.18112551350048112
winn,all,0.2063726437171503
winn,all,0.11445311144277934
winn,all,0.13179947867751987
winn,all,0.1920386876661665
winn,all,0.20320478131555714
winn,all,0.2239116496069517
winn,all,0.3404496504121624
winn,all,0.133935083023613
winn,all,0.1324762415320923
winn,all,0.10645838413845791
winn,all,0.09608258517698023
winn,all,0.11349039136588007
winn,all,0.3945193065279297
winn,all,0.277456467324749
winn,all,0.2053636192880945
winn,all,0.11601311609416386
winn,all,0.12976470289881226
winn,all,0.1764689426169362
winn,all,0.20260869667442308
winn,all,0.1905679024691809
winn,all,0.20764795015570342
winn,all,0.3845200929331677
winn,all,0.1700040886313557
winn,all,0.14079117897655027
winn,all,0.195161631243697
winn,all,0.2284390688265891
winn,all,0.20663368007957908
winn,all,0.19814843241128566
winn,all,0.1816716746125491
winn,all,0.18023846807808974
winn,all,0.17183331636505453
winn,all,0.20346936139009056
winn,all,0.19710702100031807
winn,all,0.48026790547311954
winn,all,0.6342844128804389
winn,all,0.13214002459393445
winn,all,0.12646016568184018
winn,all,0.17717402268743812
winn,all,0.14607124687838874
winn,all,0.14599733761113207
winn,all,0.17065871696787252
winn,all,0.5506347682524138
winn,all,0.6278974124801484
winn,all,0.4211243626825265
winn,all,0.26384394145849516
winn,all,0.149043063106332
winn,all,0.11344060749031842
winn,all,0.3197564414247193
winn,all,0.21145132926122617
winn,all,0.1426272646841706
winn,all,0.1259958958687891
winn,all,0.12039759031177374
winn,all,0.10669286693110797
winn,all,0.2007856379888779
winn,all,0.26002306662125435
winn,all,0.13495140097910438
winn,all,0.12761097963260135
winn,all,0.1159782629461702
winn,all,0.15150137451956683
winn,all,0.18086704807359696
winn,all,0.15567955251103938
winn,all,0.15003758201863923
winn,all,0.26954322786522517
winn,all,0.1694078826561112
winn,all,0.2992881626953486
winn,all,0.20443752853958916
winn,all,0.32522466372411585
winn,all,0.19222126206539833
winn,all,0.13013722458435373
winn,all,0.13452715189418551
winn,all,0.34313517611350375
winn,all,0.21310103140620648
winn,all,0.20060601410285428
winn,all,0.2525995032965965
winn,all,0.1724971142515456
winn,all,0.1925685491994544
winn,all,0.2826054996528519
winn,all,0.16232657659859248
winn,all,0.128663015461678
winn,all,0.1070299329883697
winn,all,0.15334216448688334
winn,all,0.15070931718950475
winn,all,0.1653554499145104
winn,all,0.1527595411783486
winn,all,0.23747466838610926
winn,all,0.1932160359535035
winn,all,0.265526997095095
winn,all,0.1109819421064207
winn,all,0.105404854975102
winn,all,0.1159359804026103
winn,all,0.21219454178956626
winn,all,0.2443463870003549
winn,all,0.3121275061217553
winn,all,0.12321186634193623
winn,all,0.14257385337107006
winn,all,0.2362211100154043
winn,all,0.16956061894637392
winn,all,0.1720273975432027
winn,all,0.18579744637785453
winn,all,0.13628811814268513
winn,all,0.18409073435812603
winn,all,0.10307556002141893
winn,all,0.1850720376194724
winn,all,0.20323341317341534
winn,all,0.43687351407835207
winn,all,0.5031838472227139
winn,all,0.28455861891183243
winn,all,0.20585863025256756
winn,all,0.17541517896097084
winn,all,0.17411540008296694
winn,all,0.14821248685348623
winn,all,0.22646716340925727
winn,all,0.193250255293487
winn,all,0.17995430859585274
winn,all,0.1989410408936657
winn,all,0.19572201555395644
winn,all,0.16155029525883915
winn,all,0.18995202714094495
winn,all,0.305188711003441
winn,all,0.25642463924525893
winn,all,0.22214392330724622
winn,all,0.1812507873233757
winn,all,0.18579479289649625
winn,all,0.12612810894667362
winn,all,0.11326112773210358
winn,all,0.15229540489402685
winn,all,0.1342011795534443
winn,all,0.22589023814219678
winn,all,0.19763000437806982
winn,all,0.17754432534422693
winn,all,0.17445908872052676
winn,all,0.26661273903628613
winn,all,0.16452983595385817
winn,all,0.16505716810052287
winn,all,0.14788559219705472
winn,all,0.08713339574108087
winn,all,0.14833552044196954
winn,all,0.11919307009454995
winn,all,0.2576827365732274
winn,all,0.252709685034422
winn,all,0.24190607035607511
winn,all,0.22609123364953504
winn,all,0.22597613136824596
winn,all,0.2707666148152762
winn,all,0.24787567466873792
winn,all,0.3174728304033454
winn,all,0.18230626972238348
winn,all,0.18917147002522644
winn,all,0.1270271103926902
winn,all,0.13097516819373797
winn,all,0.20613078145792224
winn,all,0.14846694073535688
winn,all,0.17704211550234214
winn,all,0.1848878660226643
winn,all,0.17196257906197568
winn,all,0.1713064187230322
winn,all,0.23143105159896354
winn,all,0.17051015120069668
winn,all,0.20445320580033924
winn,all,0.133302228792869
winn,all,0.12654416382955672
winn,all,0.1701601624608802
winn,all,0.13703848855356193
winn,all,0.17820941067020454
winn,all,0.14249594760896137
winn,all,0.10759510592867956
winn,all,0.2207977166255091
winn,all,0.3033694670155188
winn,all,0.24358425753765864
winn,all,0.16208753114139285
winn,all,0.11705352337454454
winn,all,0.1465848725344557
winn,all,0.22819585765714717
winn,all,0.19305609439328422
winn,all,0.3658233137978984
winn,all,0.3495789812746061
winn,all,0.36884788911926997
winn,all,0.3795793451215368
winn,all,0.16693572537919624
winn,all,0.15035478272157513
winn,all,0.22296062358250446
winn,all,0.13429893155676392
winn,all,0.17449588992477585
winn,all,0.2746656110455748
winn,all,0.11043882201777666
winn,all,0.16018068574659777
winn,all,0.22930151394000775
winn,all,0.22294848871559858
winn,all,0.2112269719035303
winn,all,0.16533374159333156
winn,all,0.32642603952697863
winn,all,0.1577955066900733
winn,all,0.20968240658757653
winn,all,0.16921294083871605
winn,all,0.20446672160006646
winn,all,0.21938081197585987
winn,all,0.1227394791584584
winn,all,0.19036680989123536
winn,all,0.11106372968923726
winn,all,0.20765242930697914
winn,all,0.15765366300706277
winn,all,0.18989042409959395
winn,all,0.1772875835496272
winn,all,0.2211102371464851
winn,all,0.38137871265703216
winn,all,0.18501810371165414
winn,all,0.1436193674707289
winn,all,0.21268583914178216
winn,all,0.36523107574597646
winn,all,0.17360009254349454
winn,all,0.1725870433848222
winn,all,0.22495657715407447
winn,all,0.1037666939229535
winn,all,0.31744435564748313
winn,all,0.1653164780942561
winn,all,0.22221305998922583
winn,all,0.15183576432042947
winn,all,0.14715664430444425
winn,all,0.12340903478693079
winn,all,0.10848881919563033
winn,all,0.17263919689466325
winn,all,0.3607241134468955
winn,all,0.4394445880752525
winn,all,0.14724133573874476
winn,all,0.254658542970364
winn,all,0.14711612203338273
winn,all,0.20470211943114824
winn,all,0.22659905727102458
winn,all,0.4830870357215609
winn,all,0.26817876359956994
winn,all,0.17663030705852312
winn,all,0.1923633483062241
winn,all,0.09279260529123658
winn,all,0.46172523842595337
winn,all,0.23034522471618846
winn,all,0.5776402109082701
winn,all,0.1474205917197668
winn,all,0.297729859277636
winn,all,0.4753799622338543
winn,all,0.1713300267015233
winn,all,0.17857233765833752
winn,all,0.15003098029052722
winn,all,0.14878359356639145
winn,all,0.1524906802965794
winn,all,0.34558007445858935
winn,all,0.1562473771949344
winn,all,0.29977689589418777
winn,all,0.16196019537783873
winn,all,0.1540825904861788
winn,all,0.11340239831140346
winn,all,0.1969509406526584
winn,all,0.35653730819421486
winn,all,0.21669537497421767
winn,all,0.1584292075223009
winn,all,0.13431755215577998
winn,all,0.19058998795287035
winn,all,0.20308471233202244
winn,all,0.20332885110329668
winn,all,0.14965495249684865
winn,all,0.21497639020033082
winn,all,0.22379385040709124
winn,all,0.3197435444570992
winn,all,0.33963860633960274
winn,all,0.40038833694288295
winn,all,0.1262364481616181
winn,all,0.17342709375411042
winn,all,0.15436984311032612
winn,all,0.24233949199645324
winn,all,0.14311444755307376
winn,all,0.24468960151841362
winn,all,0.2784952398107691
winn,all,0.1606123761982728
winn,all,0.17789539395239756
winn,all,0.19020624368605515
winn,all,0.23325343839398238
winn,all,0.34729594807199043
winn,all,0.1535870433003773
winn,all,0.13979920426788975
winn,all,0.22370196727474342
winn,all,0.2745026492589242
winn,all,0.15591152171359093
winn,all,0.3585284141660608
winn,all,0.1339658716647999
winn,all,0.36808744139078114
winn,all,0.23563369581379395
winn,all,0.16189630043933795
winn,all,0.33625484395989474
winn,all,0.3125881901086853
winn,all,0.14356471194887754
winn,all,0.3758047881705487
winn,all,0.2445521355128499
winn,all,0.2083341957114728
winn,all,0.36166063270634713
winn,all,0.18634685410850424
winn,all,0.20678039715735244
winn,all,0.23374386643021594
winn,all,0.19392707168700937
winn,all,0.1467235744154605
winn,all,0.10183401116058458
winn,all,0.383993011292429
winn,all,0.20805247340632962
winn,all,0.19038495698111546
winn,all,0.16573459113143613
winn,all,0.0858558724711084
winn,all,0.177413326571708
winn,all,0.23870528903439694
winn,all,0.13784191780250996
winn,all,0.2613935395626828
winn,all,0.48467350872089865
winn,all,0.14011149188647332
winn,all,0.19134505160351722
winn,all,0.14486717552869938
winn,all,0.17661833195590307
winn,all,0.1886797197548077
winn,all,0.39772441518925317
winn,all,0.15754065995288136
winn,all,0.41043463060970775
winn,all,0.24473393029851778
winn,all,0.23136739810785614
winn,all,0.3715937922615303
winn,all,0.23572687228708983
winn,all,0.1934029347118567
winn,all,0.5468464313403212
winn,all,0.3153155221302922
winn,all,0.13538819358626125
winn,all,0.15972107489467716
winn,all,0.22901159753709208
winn,all,0.33647769332160865
winn,all,0.21919793087387945
winn,all,0.1802281030377361
winn,all,0.15126846185265364
winn,all,0.1334924215445613
winn,all,0.14052519174133463
winn,all,0.2746073791137844
winn,all,0.19123241670668967
winn,all,0.3409079520992873
winn,all,0.1690361922573646
winn,all,0.18501534283164567
winn,all,0.1465112980891466
winn,all,0.27651299199304125
winn,all,0.19929861296480375
winn,all,0.16688141019502492
winn,all,0.49476556123255444
winn,all,0.21945226478563415
winn,all,0.17981706530203834
winn,all,0.20972972454212685
winn,all,0.20456951864565068
winn,all,0.16862213830995704
winn,all,0.2459095013682635
winn,all,0.16763570836996194
winn,all,0.4037366543722607
winn,all,0.30962992484122165
winn,all,0.22788243875061123
winn,all,0.39324719199115443
winn,all,0.17841499328699187
winn,all,0.6299184636680952
winn,all,0.18535698572531484
winn,all,0.2751743052020034
winn,all,0.19617428282004232
winn,all,0.22645521772646532
winn,all,0.22740422261628807
winn,all,0.17761274756859644
winn,all,0.0999956674977262
winn,all,0.17770726660729558
winn,all,0.19380364403350417
winn,all,0.20109271915078655
winn,all,0.21448197063717242
winn,all,0.19915247632644809
winn,all,0.24081233448770112
winn,all,0.3502409687085716
winn,all,0.22900503372677167
winn,all,0.20841868139933237
winn,all,0.19321159308910893
winn,all,0.18637481705520456
winn,all,0.17333866832942993
winn,all,0.3519070526729689
winn,all,0.17071901158432376
winn,all,0.10329791500242573
winn,all,0.22460742324302807
winn,all,0.22394924577908923
winn,all,0.2806248700075746
winn,all,0.15087270208408765
winn,all,0.21806514321037743
winn,all,0.1729182792158947
winn,all,0.2058733892879714
winn,all,0.4692069785604326
winn,all,0.10284090343190762
winn,all,0.1554485651256858
winn,all,0.1517884979388966
winn,all,0.1654024352262569
winn,all,0.21692119909630309
winn,all,0.35087842651343
winn,all,0.48375269577189617
winn,all,0.11351867545782171
winn,all,0.4403005269040958
winn,all,0.5341160688090244
winn,all,0.3085782161860919
winn,all,0.41382993288458103
winn,all,0.42104963343783836
winn,all,0.33846114115168346
winn,all,0.11957609354405416
winn,all,0.12701533227160414
winn,all,0.17157052266992057
winn,all,0.20225039233862624
winn,all,0.20941826411571182
winn,all,0.22287081005726367
winn,all,0.1627435116606025
winn,all,0.17786677918712906
winn,all,0.18898762548319636
winn,all,0.1247298056916981
winn,all,0.17542367986807622
winn,all,0.31401076988991766
winn,all,0.2281807570711352
winn,all,0.22432768161537855
winn,all,0.35745460535607365
winn,all,0.1273173976842757
winn,all,0.18478866300115523
winn,all,0.17126324129727358
winn,all,0.21627494689705895
winn,all,0.22642715267562824
winn,all,0.2238423457252142
winn,all,0.16709911710719896
winn,all,0.17078097431240594
winn,all,0.13240459170332616
winn,all,0.16886754365674886
winn,all,0.18805730501460363
winn,all,0.255511112742414
winn,all,0.20211464552906858
winn,all,0.21209010294726255
winn,all,0.17332793123951104
winn,all,0.14784192148394978
